valence,year,acousticness,artists,danceability,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,Genre,duration_min
0.499,2015,0.054,"['A$AP Rocky', 'Joe Fox']",0.642,0.56,1,6J9FgTr3z44Bw6ABeVL415,0.001,7,0.131,-60.0,1,Pharsyde (feat. Joe Fox),55.0,26/05/2015,0.085,130.003,Pop,3.706
0.418,2015,0.192,['Bryson Tiller'],0.59,0.66,1,5Y87Aek2DGI5s4WNAh8zKR,0.0,10,0.108,-60.0,0,502 Come Up,53.0,02/10/2015,0.11,119.059,Pop,3.268
0.691,2015,0.383,['HNNY'],0.345,0.416,0,6hljcHcXCHYsYJph2WmENk,0.001,7,0.175,-12.27,0,Sunday,59.0,03/07/2015,0.028,100.193,Pop,3.01
0.735,2015,0.099,['BTS'],0.585,0.93,0,6ESRqSLumyZz7YCeCRuxWm,0.0,10,0.345,-60.0,0,Whalien 52,59.0,30/11/2015,0.241,90.029,Pop,4.054
0.726,2015,0.263,['MARINA'],0.614,0.812,0,6fk13PEdduHc2HG6JX6imT,0.0,7,0.102,-60.0,0,Froot,50.0,16/03/2015,0.042,120.019,Pop,5.346
0.115,2015,0.31,"['Bethel Music', 'Paul McClure']",0.253,0.359,0,1saXUvvFlAQaefZUFVmhCn,0.0,11,0.359,-8.482,1,Jesus We Love You - Live,53.0,26/01/2015,0.032,115.348,Pop,5.346
0.503,2015,0.493,['$uicideBoy$'],0.642,0.679,1,5djAzP73Cp9D0lNE7dpDii,0.0,6,0.185,-7.948,1,Harvest Moon,52.0,14/01/2015,0.226,74.986,Pop,2.283
0.917,2015,0.142,"['La Sonora Dinamita', 'Lucho Argain', 'La India Meliyara']",0.743,0.858,0,18VUI387C1ku2GtJtgyrRF,0.0,7,0.311,-60.0,1,Mi Cucu,50.0,01/07/2015,0.037,104.815,Pop,3.912
0.489,2015,0.018,['Elle King'],0.39,0.825,0,0mHSePRiFnTy7qYPsIeIJ8,0.0,8,0.084,-60.0,1,Where the Devil Don't Go,56.0,13/02/2015,0.078,200.0,Pop,3.025
0.307,2015,0.014,['BTS'],0.619,0.802,0,4i4uJFziL5tEO9tWRSudlJ,0.0,10,0.127,-60.0,0,Autumn Leaves,58.0,30/11/2015,0.042,104.985,Pop,4.453
0.579,2015,0.054,['Pentatonix'],0.799,0.59,0,3DJzbnITxJVoLjtYGu4NeV,0.0,6,0.164,-6.361,1,Cheerleader,57.0,16/10/2015,0.036,117.999,Pop,3.05
0.364,2015,0.423,"['Lil Uzi Vert', 'Young Thug']",0.75,0.734,1,2QBxdLNImwEDJCzI0Yzeka,0.0,7,0.293,-60.0,1,Yamborghini Dream (feat. Young Thug),52.0,18/12/2015,0.218,118.869,Pop,3.793
0.23,2015,0.056,['Three Days Grace'],0.261,0.849,0,7q096gH9G0OjuUduheqM4l,0.0,10,0.242,-60.0,1,Human Race,56.0,27/03/2015,0.059,142.791,Pop,4.155
0.18,2015,0.006,['$uicideBoy$'],0.607,0.749,1,2Bkfvi3pCcwoJwnmd45OnA,0.0,2,0.234,-60.0,1,Exodus,54.0,15/06/2015,0.073,121.829,Pop,2.104
0.446,2015,0.015,['Grizfolk'],0.562,0.695,0,43a41kwTMZClWCLTONiaqm,0.001,6,0.122,-60.0,1,Bob Marley,53.0,04/12/2015,0.033,118.174,Pop,3.601
0.533,2015,0.002,"['Kill The Noise', 'Feed Me']",0.774,0.895,1,3PvhJcV5xv7E1ImIfbRYeM,0.001,11,0.435,-60.0,0,I Do Coke,56.0,09/10/2015,0.233,106.945,Pop,3.783
0.189,2015,0.673,"['John Mark McMillan', 'Sarah McMillan']",0.547,0.45,0,5OAHk4SXmhIjBhtLMVPllV,0.001,3,0.098,-60.0,1,King Of My Heart,52.0,23/06/2015,0.028,136.034,Pop,4.929
0.119,2015,0.678,"['Chris Tomlin', 'Lauren Daigle']",0.345,0.248,0,6YCCHnSCcJYWenamiJfLWh,0.0,10,0.106,-60.0,0,Noel - Live,53.0,23/10/2015,0.031,137.918,Pop,4.294
0.682,2015,0.202,"['MED', 'Blu', 'Madlib', 'MF DOOM']",0.469,0.672,0,7DOwjvuLCa6A4hIRzZ27kd,0.0,5,0.435,-9.23,0,Knock Knock,54.0,30/10/2015,0.244,99.471,Pop,4.752
0.176,2015,0.001,['Kinderman'],0.867,0.726,0,1dn6xIeWDiblDHPTiZJEjY,0.001,0,0.096,-60.0,1,What Was It,42.5,30/10/2015,0.098,127.994,Pop,5.346
0.451,2015,0.016,"['Min-O-Taur', 'Leechy Alexej']",0.968,0.575,0,2H8gHiWpHCPxVNQHU2CRPn,0.001,2,0.095,-60.0,1,Sweet In Your Face - Leechy Alexej Remix,42.5,30/10/2015,0.134,128.018,Pop,5.346
0.146,2015,0.534,['Domshe'],0.842,0.587,0,2JKRvB9KgdMM3JXNxlNelD,0.001,1,0.124,-13.346,1,Black Wave,42.5,30/10/2015,0.2,124.984,Pop,5.346
0.105,2015,0.004,['Astra Teck'],0.983,0.673,0,2uFhbAbYjgvjnNkZ2tuMUA,0.001,7,0.112,-60.0,1,Monday Nineteen Hours,42.5,30/10/2015,0.183,127.991,Pop,5.346
0.05,2015,0.03,['Feyser'],0.655,0.941,0,4lehHIc1DIVxgTYiqqPQs3,0.001,5,0.435,-8.55,0,Audio Shot,42.5,30/10/2015,0.292,127.006,Pop,5.346
0.04,2015,0.034,['NANOMED'],0.785,0.815,0,5Z43F7oCdvnXyngss7vNPk,0.001,4,0.1,-7.58,1,X-ray,42.5,30/10/2015,0.049,130.008,Pop,5.346
0.038,2015,0.092,['DgtalSystem'],0.801,0.804,0,5dmcThrk9ODGcHMQ087ixB,0.001,4,0.108,-60.0,1,Self Control,42.5,30/10/2015,0.068,128.005,Pop,5.346
0.301,2015,0.0,['Minitronik'],0.801,0.785,0,651r6MVCQOLLarNteYycNC,0.001,1,0.435,-5.65,0,Day & Night,42.5,30/10/2015,0.079,128.024,Pop,5.346
0.573,2015,0.009,"['Marc Systematic', 'Brain Trick']",0.758,0.886,0,6Dw3J5UH5h04lkOzNY2JhJ,0.001,1,0.351,-60.0,1,The Scarecrow - Brain Trick Remix,42.5,30/10/2015,0.076,128.015,Pop,5.346
0.093,2015,0.001,['Astra Teck'],0.78,0.935,0,6yMde1Sg3uT7VuPBMdCWwV,0.001,11,0.121,-60.0,0,The Road,42.5,30/10/2015,0.038,128.018,Pop,5.346
0.713,2015,0.001,"['Vinicio melis', 'Vincenzo Battaglia']",0.797,0.742,0,7twV13yFPFPS7V4ViUYEpG,0.001,4,0.112,-60.0,0,Don't Stop Me,42.5,30/10/2015,0.078,128.006,Pop,5.346
0.035,2015,0.002,['Mat Lionis'],0.716,0.775,0,7yTeLjXXsFVlVxl4cYW3B3,0.001,1,0.11,-60.0,1,Roid,42.5,30/10/2015,0.054,133.006,Pop,5.346
0.654,2015,0.003,"['wHispeRer', 'Damolh33', 'Edoardo Spolaore']",0.799,0.721,0,12sV8pH9i8afPm9ulFnzKr,0.001,5,0.089,-12.39,0,Dark Story - Edoardo Spolaore Remix,42.5,30/10/2015,0.071,127.007,Pop,5.346
0.041,2015,0.123,['Strobetech'],0.765,0.465,0,1HN4axVlJsXI1zCA5pJ4xG,0.001,10,0.075,-60.0,0,In a Haze,42.5,30/10/2015,0.069,128.053,Pop,5.346
0.218,2015,0.004,['Aleks Nikolov'],0.803,0.528,0,1n9OP5bLMPQ8bwHInSPBs4,0.001,7,0.1,-60.0,1,Lubricates,42.5,30/10/2015,0.071,126.019,Pop,5.346
0.655,2015,0.762,"['Eduard Strauss', 'Zubin Mehta', 'Wiener Philharmoniker']",0.445,0.605,0,11DLagJxzDb0ExEP1dJW88,0.001,2,0.435,-60.0,1,"Mit Chic, Polka schnell, Op. 221",42.5,09/01/2015,0.292,173.731,Pop,2.326
0.434,2015,0.009,"['Juyen Sebulba', 'Rody G']",0.552,0.836,0,1C8MoxNDs5aLjIktmZrwci,0.001,11,0.45,-8.444,0,Majin Test (Test Me) - Mix Cut,42.5,21/12/2015,0.156,133.874,Pop,2.622
0.083,2015,0.002,['WpX'],0.811,0.792,0,26UNud8V8k0KAyDA3daRrZ,0.001,11,0.08,-60.0,0,Mental Circus,42.5,11/11/2015,0.068,122.011,Pop,5.346
0.413,2015,0.73,"['Eduard Strauss', 'Zubin Mehta', 'Wiener Philharmoniker']",0.44,0.521,0,2Bv9H3DyB5gd2qFdx7YDKZ,0.001,5,0.709,-60.0,0,"Mit Dampf, Polka schnell, Op. 70",42.5,09/01/2015,0.105,167.304,Pop,2.418
0.385,2015,0.204,"['Toyboy & Robin', 'Sam Wills']",0.765,0.602,0,2Gt4lbkBIuVRKuePxPQgur,0.0,6,0.171,-60.0,0,Save Me Now (feat. Sam Wills) - Radio Edit,42.5,29/06/2015,0.045,125.004,Pop,3.581
0.116,2015,0.184,"['Kasparov', 'Synthax', 'Diesel']",0.519,0.986,1,2IUmFFZhe5hkamJXbuslWm,0.001,7,0.141,-60.0,1,Get Amazed #TiH - Original Mix,42.5,21/12/2015,0.185,170.052,Pop,5.017
0.405,2015,0.147,"['Steve Huerta', 'Locked Groove']",0.656,0.817,0,2Kcb7FfkJTOr3dyL13lEJr,0.001,9,0.081,-60.0,0,Say It Wasn't - Locked Groove Remix,42.5,18/12/2015,0.037,124.013,Pop,5.271
0.826,2015,0.003,"['Paul Harris', 'Dragonette']",0.712,0.879,0,2OpsmaHx4qanZgXVMlIp8W,0.001,6,0.072,-60.0,0,One Night Lover - DJ Tonka Remix,42.5,14/12/2015,0.072,121.982,Pop,4.833
0.561,2015,0.011,"['Nora En Pure', 'Sons Of Maria']",0.569,0.757,0,2TAtsKHoegZ1mJJCkSPfpo,0.001,2,0.057,-6.512,0,Uruguay - EDX's Dubai Skyline Remix,42.5,14/12/2015,0.081,121.933,Pop,5.346
0.788,2015,0.004,['Croatia Squad'],0.832,0.726,0,2Unnf1gEgtMKpODPGogXsk,0.001,10,0.387,-60.0,1,Back to Life - Original Mix,42.5,14/12/2015,0.073,122.003,Pop,5.346
0.353,2015,0.017,['Waitek'],0.801,0.796,0,2pgq3j0q8qsviKXvmtLZFb,0.001,9,0.093,-60.0,1,Focus,42.5,11/11/2015,0.054,127.993,Pop,5.346
0.262,2015,0.002,['Jay Elder'],0.469,0.683,0,3KwDX2zszZxApeYDtWaWJJ,0.001,4,0.186,-14.6,1,Vacuum - Mix Cut,42.5,21/12/2015,0.041,145.77,Pop,1.518
0.505,2015,0.416,['Cubicolor'],0.828,0.424,0,3ihkZ2fXFEnpSExZmq2nnL,0.001,7,0.435,-60.0,0,All Zero - Original Mix,42.5,18/12/2015,0.06,111.998,Pop,5.346
0.341,2015,0.0,['Jordi Roure'],0.486,0.913,0,3jCPuN8eDyePG5Hef0OVLS,0.001,9,0.275,-60.0,0,Cyclonica - Original Mix,42.5,01/01/2015,0.046,137.973,Pop,5.346
0.085,2015,0.247,['Nosferatu'],0.576,0.998,1,3nlilgDQS8PZZg4w3u0DAm,0.0,2,0.403,-60.0,1,Not Giving A Shit - Original Mix,42.5,21/12/2015,0.213,99.984,Pop,5.346
0.445,2015,0.002,"['Juyen Sebulba', 'Kovalenco Gennadi', 'Dima']",0.659,0.789,0,47nlvDe3JSXDwEYQ3Qecw6,0.001,7,0.201,-60.0,1,Majin Buffalo Scout - Dima Remix - Mix Cut,42.5,21/12/2015,0.062,103.845,Pop,2.45
0.775,2015,0.008,['Platinum Doug'],0.808,0.884,0,4E8Sa4I8ySkxrrTA2Ze4p4,0.001,2,0.062,-60.0,0,Do It Like This - Original Mix,42.5,14/12/2015,0.062,122.005,Pop,4.428
0.2,2015,0.762,"['Johann Strauss II', 'Zubin Mehta', 'Wiener Philharmoniker']",0.236,0.133,0,4u518tmUvIB2K0n7T4hTCu,0.001,7,0.435,-60.0,1,"Accelerationen, Walzer, Op. 234",42.5,09/01/2015,0.055,64.532,Pop,5.346
0.706,2015,0.876,"['Johann Strauss II', 'Zubin Mehta', 'Wiener Philharmoniker']",0.366,0.27,0,58lQ2xtHMonjWW1uLIfS5G,0.001,3,0.435,-60.0,1,"Perpetuum mobile, Op. 257",42.5,09/01/2015,0.068,154.075,Pop,3.135
0.135,2015,0.447,['Nosferatu'],0.448,0.983,1,5ECFSxHfGtJnj9Mmz9HdhW,0.001,7,0.087,-60.0,0,Sanctity Of Space - Original Mix,42.5,21/12/2015,0.292,177.989,Pop,5.346
0.434,2015,0.009,"['Juyen Sebulba', 'Rody G']",0.552,0.836,0,5HAqLROGLW6wQNMVfBbfzm,0.001,11,0.45,-8.444,0,Majin Test (Test Me) - Mix Cut,42.5,21/12/2015,0.156,133.874,Pop,2.622
0.244,2015,0.003,['Alex DB'],0.8,0.489,0,5KorMgVmFO6rJqodxC8yPK,0.001,11,0.058,-60.0,0,Welcome to Summer 2014,42.5,11/11/2015,0.058,128.005,Pop,5.346
0.569,2015,0.004,"[""DJ Sergey Mark'n""]",0.766,0.833,1,5UItqfw2Ma33rj3S22OoBP,0.001,11,0.114,-60.0,1,Summer Girls - Original Mix,42.5,26/12/2015,0.035,129.999,Pop,3.569
0.159,2015,0.762,"['Johann Strauss II', 'Zubin Mehta', 'Wiener Philharmoniker']",0.293,0.131,0,6WeJgH0aUejTd2Q1dKJwkj,0.001,10,0.435,-60.0,1,"Wein, Weib und Gesang, Walzer, Op. 333",42.5,09/01/2015,0.043,100.986,Pop,5.346
0.217,2015,0.0,['Konigsberg'],0.807,0.909,0,6a5SBa809dPNF89Dnr1KTK,0.001,7,0.075,-60.0,1,RIP - Original Mix,42.5,05/01/2015,0.079,122.994,Pop,5.346
0.315,2015,0.004,"['Yuri Alexeev', 'Katia Intriga']",0.72,0.884,0,6a6AvNarCvLqez6DBZW1iI,0.001,11,0.08,-7.969,0,Techno Sex,42.5,11/11/2015,0.145,128.012,Pop,5.346
0.469,2015,0.538,"['Tieum', 'Batch']",0.733,0.919,1,71sEuSLIgsUMi4qIMeLeku,0.001,11,0.024,-60.0,0,Demon,42.5,21/12/2015,0.232,97.482,Pop,4.296
0.397,2015,0.708,['Bryson Tiller'],0.471,0.447,1,2uYnktBpKbr8YuiLit7WiZ,0.0,2,0.098,-60.0,0,Open Interlude,53.0,02/10/2015,0.217,119.027,Pop,2.699
0.842,2015,0.411,['Remmy Valenzuela'],0.636,0.522,0,22SnIb63vexyG4RlRcqI9r,0.0,7,0.301,-60.0,1,Espero Con Ansias,58.0,06/10/2015,0.032,139.697,Pop,3.569
0.357,2015,0.089,"['TroyBoi', 'Diplo', 'Nina Sky']",0.74,0.831,0,1gV0hgMNdpSWeW7ZjSUKnX,0.0,1,0.084,-60.0,1,Afterhours feat. Diplo & Nina Sky,59.0,18/09/2015,0.042,91.026,Pop,4.593
0.517,2015,0.015,['for KING & COUNTRY'],0.575,0.604,0,6goM4VNCDajmBCqDNDarVe,0.0,7,0.072,-60.0,1,It's Not Over Yet,51.0,22/10/2015,0.045,74.974,Pop,3.646
0.221,2015,0.62,"['Maribou State', 'Holly Walker']",0.729,0.456,0,0pAiyIHt9DyHOjWgF41kp6,0.0,6,0.092,-60.0,0,Steal,65.0,01/06/2015,0.053,110.999,Pop,3.666
0.419,2015,0.031,['Brantley Gilbert'],0.461,0.823,0,2gbJBL8vlG4j8XuTnmsXnq,0.0,9,0.083,-5.627,1,Stone Cold Sober,50.0,01/01/2015,0.038,147.898,Pop,3.843
0.411,2015,0.003,"['Flux Pavilion', 'Matthew Koma']",0.335,0.865,0,4yNoaxUJjnP50AXYoAZx4S,0.001,11,0.107,-60.0,0,Emotional,54.0,18/09/2015,0.094,149.85,Pop,3.921
0.276,2015,0.107,['Future'],0.847,0.522,1,2oGY1X7Xd5kyL6B9s19D9A,0.0,1,0.144,-60.0,1,56 Nights,51.0,21/03/2015,0.153,122.935,Pop,3.787
0.182,2015,0.762,['Sam Smith'],0.24,0.232,0,0FDabUXsNRn1yS65CzEF2Y,0.0,0,0.11,-60.0,1,Love Is A Losing Game,59.0,06/11/2015,0.035,74.612,Pop,2.962
0.242,2015,0.008,"['Vigiland', 'Tham Sway']",0.807,0.812,1,5nIrdpo8eXQU3YgZelEXkd,0.001,5,0.236,-60.0,0,Shots & Squats,67.0,05/06/2015,0.106,128.012,Pop,2.863
0.33,2015,0.006,['Sia'],0.418,0.764,0,2akkzRZ5HADuMZ03TlyxSR,0.0,5,0.149,-60.0,0,Fire Meet Gasoline,53.0,04/05/2015,0.056,175.669,Pop,4.025
0.183,2015,0.078,['Kali Uchis'],0.583,0.508,0,0JmO3EBtl9qhnLkzr4FiP0,0.0,9,0.245,-60.0,0,Speed,53.0,04/02/2015,0.062,169.978,Pop,4.253
0.28,2015,0.0,['Breaking Benjamin'],0.346,0.846,0,536bkD2pabwDI6kHCzHv5T,0.001,1,0.117,-60.0,0,Hollow,53.0,23/06/2015,0.062,143.152,Pop,3.851
0.624,2015,0.006,['4Minute'],0.54,0.929,0,7ehFSpcDs3PBExiLPwXQP9,0.0,7,0.424,-2.646,1,Crazy,61.0,09/02/2015,0.278,176.023,Pop,3.207
0.39,2015,0.891,['James Bay'],0.499,0.21,0,4tYokojnBEp5pBWO7wTRPA,0.0,1,0.435,-60.0,1,Let It Go - James Bay Spotify Session 2015,65.0,07/08/2015,0.042,140.23,Pop,4.764
0.719,2015,0.762,['Mac DeMarco'],0.694,0.407,0,3pXAa69soxZ98bQ1gr18HO,0.001,1,0.106,-60.0,0,Another One,55.0,07/08/2015,0.028,147.684,Pop,2.683
0.906,2015,0.202,['Ariel Camacho y Los Plebes Del Rancho'],0.742,0.709,0,3CHXRZcSxwigA1NIsJjs32,0.0,0,0.318,-5.868,1,Entre Pláticas y Dudas,56.0,06/11/2015,0.035,119.918,Pop,4.271
0.121,2015,0.003,"['Pegboard Nerds', 'Excision', 'Mayor Apeshit', 'Noisestorm']",0.391,0.957,0,2GFKIOHwpJXVk14xo4NTUE,0.001,7,0.112,-2.51,1,Bring The Madness - Noisestorm Remix,55.0,23/03/2015,0.09,100.024,Pop,4.0
0.677,2015,0.0,['Smallpools'],0.416,0.849,0,0qnOjNW04qpcgXqD9dwru2,0.0,8,0.185,-60.0,1,Killer Whales,52.0,24/03/2015,0.05,144.844,Pop,3.713
0.21,2015,0.026,['Car Seat Headrest'],0.53,0.362,0,1WbLKgeGt4Ilo74WTByV6r,0.001,5,0.101,-7.078,1,Maud Gone,53.0,30/10/2015,0.027,105.003,Pop,5.346
0.683,2015,0.274,['LunchMoney Lewis'],0.699,0.747,1,7rlCeTnjn0plPZkVAcctPZ,0.0,5,0.435,-3.453,1,Bills,61.0,05/02/2015,0.096,126.001,Pop,3.41
0.896,2015,0.144,"['Maluma', 'Fifth Harmony']",0.782,0.791,0,09S64DUkxIX9EwIaULu6yN,0.0,11,0.169,-6.038,0,Sin Contrato (feat. Fifth Harmony),63.0,20/11/2015,0.102,96.022,Pop,3.021
0.533,2015,0.375,['Jeff Rosenstock'],0.445,0.747,0,4a36plr4LAg42ECHPiGQbj,0.0,0,0.354,-60.0,1,Nausea,51.0,03/03/2015,0.046,135.219,Pop,2.738
0.784,2015,0.627,['Los Huracanes del Norte'],0.745,0.694,0,652n8ymCgyYGeRx6S5eLxy,0.0,10,0.064,-5.37,1,El Hombre De Negro,56.0,20/02/2015,0.233,110.584,Pop,3.228
0.423,2015,0.417,['Mat Kearney'],0.541,0.748,0,11sV5RZfZ4FEKz0TeFnvN6,0.0,9,0.12,-6.28,1,Air I Breathe,50.0,21/08/2015,0.036,79.977,Pop,3.66
0.195,2015,0.056,['Halsey'],0.5,0.633,0,36dfGEKTGHxLmdNIYr0VTi,0.0,9,0.311,-60.0,0,I Walk The Line,55.0,28/08/2015,0.041,119.901,Pop,2.754
0.858,2015,0.007,['Monster High'],0.746,0.851,0,65UhJ76y8wMOVeN56O5Otu,0.0,9,0.311,-60.0,0,Monster High Fright Song,60.0,01/01/2015,0.056,119.99,Pop,2.817
0.258,2015,0.514,['Imagine Dragons'],0.424,0.603,0,6Ng999MKVY9ikd8FtGaNnz,0.0,1,0.238,-6.832,1,Polaroid,52.0,30/10/2015,0.05,155.319,Pop,3.834
0.639,2015,0.066,['LiSA'],0.515,0.976,0,4ATrjNUnSvzskzN3HF8cPR,0.0,8,0.071,-60.0,1,Rising Hope,59.0,04/03/2015,0.292,189.92,Pop,4.22
0.34,2015,0.001,['Slightly Stoopid'],0.641,0.73,0,4wavvLf7CTGjyYL33GQ04T,0.001,0,0.287,-6.877,1,The Prophet,51.0,29/06/2015,0.031,87.991,Pop,3.245
0.558,2015,0.004,['TheFatRat'],0.64,0.846,0,3v8aPisqoGRZEwwf2rCeXQ,0.001,11,0.223,-60.0,0,Time Lapse,59.0,16/04/2015,0.108,126.995,Pop,3.089
0.233,2015,0.15,['Cody Jinks'],0.707,0.432,0,5oRJCwcQvO3rtHEX7nC8PZ,0.001,7,0.089,-60.0,0,Rock and Roll,50.0,12/01/2015,0.032,129.116,Pop,3.848
0.867,2015,0.014,['CRUISR'],0.559,0.784,0,3dXjAh7UEuCJnLIeFKNkxd,0.0,7,0.062,-60.0,1,Throw Shade,52.0,17/07/2015,0.043,160.017,Pop,2.883
0.686,2015,0.137,"['Rick Ross', 'Chris Brown']",0.616,0.642,1,6adehXz8vMUmXWJhEIdE6e,0.0,8,0.096,-60.0,0,Sorry,54.0,04/12/2015,0.094,82.75,Pop,5.346
0.099,2015,0.762,['Baby Lullaby Academy'],0.561,0.006,0,702kdGn6Kt8UTHsvrnIpO6,0.001,0,0.111,-60.0,1,Baby Einstein Music Piano,56.0,24/11/2015,0.037,100.022,Pop,2.121
0.38,2015,0.2,"['Tungevaag', 'Raaban', 'Charlie Who?']",0.56,0.836,0,7au5GfpnyBltA6B2Eh0ekK,0.0,5,0.314,-60.0,0,Russian Roulette,52.0,27/11/2015,0.082,127.643,Pop,3.327
0.328,2015,0.075,"['Troye Sivan', 'Betty Who']",0.518,0.725,0,5VrgqxF4HM4NgCboCTbMnL,0.0,8,0.09,-7.492,1,HEAVEN,51.0,04/12/2015,0.129,144.032,Pop,4.352
0.382,2015,0.0,['Lettuce'],0.528,0.8,0,7pfG4tSlLiJCXFCHXpr5os,0.001,9,0.125,-5.844,0,Phyllis,53.0,06/11/2015,0.036,88.007,Pop,5.346
0.703,2015,0.376,['The Dip'],0.448,0.607,0,14A0WC84bwDdJsDsy0liBg,0.001,7,0.658,-60.0,1,O.P. Jebediah,54.0,14/04/2015,0.059,171.066,Pop,4.046
0.205,2015,0.115,"['Logic', 'Jesse Boykins III']",0.551,0.747,1,0M2ZekrsEkru9Xp5rWnouQ,0.0,7,0.09,-60.0,1,Paradise,52.0,13/11/2015,0.254,88.937,Pop,4.703
0.651,2015,0.255,"['Justin Bieber', 'Nas']",0.586,0.774,0,1m6FkAtWVloxIRHKl7pBDP,0.0,10,0.137,-60.0,0,We Are,59.0,13/11/2015,0.261,78.712,Pop,3.383
0.691,2015,0.004,['Tyler Farr'],0.614,0.805,0,1RLT391KHFFJwbDb7y3eyd,0.0,7,0.06,-5.34,1,Better in Boots,51.0,27/04/2015,0.044,80.02,Pop,2.935
0.147,2015,0.0,['Coldplay'],0.559,0.841,0,3HWDWyIqWuLsTHECx9DvXF,0.001,0,0.082,-60.0,1,Birds,63.0,04/12/2015,0.033,105.009,Pop,3.818
0.131,2015,0.762,['Kehlani'],0.448,0.241,1,3rGew9pmFEmGD9nZ12F1tN,0.0,10,0.124,-8.643,1,The Letter,54.0,28/04/2015,0.033,131.259,Pop,3.869
0.469,2015,0.609,['Josh Garrels'],0.475,0.525,0,68nNNThyOXq060K1ZAWb2t,0.001,2,0.332,-7.998,1,Born Again,54.0,07/04/2015,0.029,171.982,Pop,4.532
0.072,2015,0.822,['CLOVES'],0.494,0.243,0,4gVZhkcsZcwQ4mU1gEeXEO,0.001,5,0.147,-60.0,0,Don't Forget About Me,63.0,20/11/2015,0.032,126.063,Pop,4.481
0.562,2015,0.328,['Brooks Jefferson'],0.697,0.573,0,51IoDZqM3vyuOtJAv43c2g,0.0,9,0.095,-8.83,1,Rodeo,51.0,13/03/2015,0.085,87.714,Pop,3.852
0.455,2015,0.458,"['Bunbury', 'Andrés Calamaro']",0.461,0.715,0,0dRY4OrSY53yUjVgfgne1W,0.0,4,0.719,-60.0,0,Aunque no sea conmigo,68.0,14/04/2015,0.028,86.09,Pop,3.543
0.099,2015,0.466,"['Lil Durk', 'Jeremih']",0.722,0.529,1,71kZP3u1h27zyjfULjSxPT,0.0,6,0.074,-60.0,0,Like Me,52.0,02/06/2015,0.109,115.994,Pop,3.974
0.432,2015,0.017,['MDK'],0.721,0.962,1,6gCkhtTNxRCTe5auCcGSzj,0.001,5,0.435,-60.0,0,Press Start,58.0,25/08/2015,0.134,122.971,Pop,3.496
0.588,2015,0.008,['Nytron'],0.765,0.63,0,5XTAREgi9788w0hesR7vDE,0.001,8,0.154,-6.793,1,Never Give Up - Original Mix,42.5,14/12/2015,0.047,119.985,Pop,5.346
0.404,2015,0.015,"['Alex Young', 'Koen Groeneveld']",0.85,0.705,0,5t8ichVdZctPdSugJpZlzU,0.001,3,0.088,-60.0,1,Uno - Koen Groeneveld Backtrack Remix,42.5,11/11/2015,0.044,126.004,Pop,5.346
0.517,2015,0.129,['Juyen Sebulba'],0.836,0.973,0,5yCnrYI8LYkwRGc1df9Jao,0.001,6,0.429,-60.0,1,Majin Power - Mix Cut,42.5,21/12/2015,0.118,133.772,Pop,1.518
0.121,2015,0.006,['Enkraft'],0.65,0.886,0,6BICmIO5GDWU59day1Ka5T,0.001,2,0.13,-60.0,1,Fuhren Ohne Hinzusehen,42.5,11/11/2015,0.043,124.996,Pop,5.346
0.225,2015,0.0,['Ilan Bluestone'],0.706,0.854,0,05umOvdm1hEt0yIUxWP3Rj,0.001,4,0.171,-5.958,0,Tesseract - Original Mix,42.5,04/12/2015,0.089,128.026,Pop,5.346
0.329,2015,0.006,"['John Monkman', 'Liz Cass', 'Martin Roth']",0.832,0.568,0,0AFmWYgJx99CK0Kcl4H3P1,0.001,8,0.086,-60.0,1,Open Frontier - Martin Roth Remix,42.5,18/12/2015,0.06,119.992,Pop,5.346
0.479,2015,0.003,['Furyan'],0.515,0.979,1,0FY4EqFbyDnBti5o3XA9Dz,0.001,4,0.222,-60.0,0,The Sound - Extended Mix,42.5,21/12/2015,0.1,170.052,Pop,4.942
0.36,2015,0.595,['Matthias Vogt'],0.691,0.538,0,0GxUlo1U3OlwOrtfdPbBU6,0.001,1,0.373,-60.0,1,Schwarzbach - Original Mix,42.5,18/12/2015,0.039,122.005,Pop,5.346
0.267,2015,0.001,"['BT', 'Super8 & Tab']",0.64,0.786,0,0TA9cb7500SP6l0ihXfNJC,0.001,6,0.1,-60.0,0,Aika - Rafaël Frost Remix,42.5,04/12/2015,0.048,130.016,Pop,5.346
0.405,2015,0.079,"['The Viper', 'Nosferatu']",0.473,0.974,1,0iUjgZmHBKMSxKJQYhVeRT,0.001,9,0.24,-3.42,1,Kingdom Come - Original Mix,42.5,21/12/2015,0.108,173.007,Pop,4.304
0.384,2015,0.168,['Furyan'],0.499,0.947,1,15zwW4HQAVhgSnWD9IdtHH,0.0,4,0.09,-60.0,0,The Reckoning #TiH - Extended Mix,42.5,21/12/2015,0.226,169.996,Pop,4.181
0.961,2015,0.012,['Giacca & Flores'],0.831,0.805,0,1QYeWLqyY68M4iulDm9aA0,0.001,1,0.048,-60.0,0,Delight - Original Mix,42.5,14/12/2015,0.069,120.006,Pop,5.346
0.301,2015,0.167,['Furyan'],0.498,0.956,1,1SJg4JsEsNObEf5rsqTejq,0.0,4,0.097,-60.0,0,Slapeloosheid,42.5,21/12/2015,0.161,180.016,Pop,4.315
