valence,year,acousticness,artists,danceability,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,Genre,duration_min
0.67,2018,0.598,['Lil Mosey'],0.714,0.647,1,3fB96InfRUB2DCjbrfzKUt,0.0,8,0.094,-60.0,1,Burberry Headband,66.0,19/10/2018,0.037,150.992,Pop,2.437
0.369,2018,0.126,"['KIDS SEE GHOSTS', 'Pusha T']",0.58,0.469,1,3aUFrxO1B8EW63QchEl3wX,0.0,0,0.099,-5.946,0,Feel The Love,65.0,08/06/2018,0.104,110.573,Pop,2.751
0.329,2018,0.259,['Riley Green'],0.606,0.455,0,3QE9qyQrIgefznSchAYJPB,0.0,6,0.159,-60.0,1,When She Comes Home Tonight,60.0,01/06/2018,0.029,144.836,Pop,4.171
0.142,2018,0.263,['Bad Bunny'],0.6,0.528,1,6pZHZndlo57dPCYnvlYFOE,0.0,0,0.435,-6.554,1,RLNDT,68.0,23/12/2018,0.031,108.025,Pop,4.748
0.371,2018,0.01,['Twenty One Pilots'],0.53,0.816,0,7I3skNaQdvZSS7zXY2VHId,0.001,9,0.379,-60.0,1,The Hype,67.0,05/10/2018,0.05,87.019,Pop,4.423
0.658,2018,0.403,['tobi lou'],0.775,0.412,1,65lskbT8WoXr7GT3YVjRqW,0.0,2,0.148,-60.0,1,Just Keep Goin',65.0,10/08/2018,0.141,139.967,Pop,5.2
0.239,2018,0.762,['The Paper Kites'],0.41,0.141,0,48HT7Zzd3We4ZjG82lsbdK,0.001,2,0.118,-60.0,1,Arms,66.0,18/04/2018,0.034,149.884,Pop,3.393
0.347,2018,0.762,['XXXTENTACION'],0.639,0.312,0,57nOpVSc3j9o03Cr928ZM4,0.001,0,0.086,-60.0,1,what are you so afraid of,66.0,07/12/2018,0.03,103.369,Pop,2.513
0.479,2018,0.021,"['Alan Walker', 'Julie Bergan', 'K-391', 'SEUNGRI']",0.681,0.864,0,1jLsirPDkUS2g4gnkYua58,0.0,8,0.192,-4.3,0,Ignite,75.0,11/05/2018,0.116,90.008,Pop,3.505
0.616,2018,0.22,"['A Boogie Wit da Hoodie', 'Queen Naija']",0.741,0.556,1,3UhRsQVrELOATEiY7E9X2T,0.0,7,0.098,-60.0,0,Come Closer (feat. Queen Naija),65.0,21/12/2018,0.095,140.056,Pop,2.609
0.664,2018,0.124,['Nathaniel Rateliff & The Night Sweats'],0.666,0.646,0,7ADBL3WZ9Oyj7zgkg7ODT8,0.001,2,0.095,-60.0,1,You Worry Me,64.0,09/03/2018,0.027,100.05,Pop,3.569
0.247,2018,0.267,"['Freddie Dredd', 'Soudiere']",0.724,0.68,1,6gcopravayFoqn40l3XHu6,0.0,7,0.118,-8.04,0,Oh Darling,66.0,25/06/2018,0.244,79.997,Pop,2.4
0.516,2018,0.589,"['Brytiago', 'Daddy Yankee', 'Ozuna', 'Darell', 'Anuel AA']",0.825,0.69,0,59PYgzOiOjGDzjDT5N5oOX,0.0,10,0.413,-60.0,0,Asesina - Remix,70.0,31/10/2018,0.226,94.194,Pop,5.346
0.593,2018,0.063,"[""Why Don't We""]",0.624,0.785,0,54j7EaJPDmSZYcNYvLSJ78,0.0,8,0.135,-60.0,1,Trust Fund Baby,67.0,01/02/2018,0.05,163.929,Pop,3.074
0.148,2018,0.01,"['Only The Family', 'King Von']",0.833,0.496,1,5i0eJv1DzuyhaYnro4wTKg,0.0,11,0.126,-60.0,1,Crazy Story,61.0,21/12/2018,0.292,156.932,Pop,2.446
0.466,2018,0.141,['Aminé'],0.724,0.6,0,6VS7wKwtvL2FvTupYSWZ9e,0.0,10,0.104,-60.0,0,Invincible,66.0,14/12/2018,0.29,86.984,Pop,3.273
0.154,2018,0.002,['Trippie Redd'],0.808,0.701,1,284fVGdbsPtigjjI0jmKXo,0.0,2,0.126,-60.0,0,Loyalty Before Royalty,62.0,09/11/2018,0.098,158.068,Pop,2.377
0.589,2018,0.063,"['Khalid', 'Swae Lee']",0.727,0.72,1,5jyyPsIGM2yqkZN9R3TmvN,0.0,11,0.176,-60.0,0,The Ways (with Swae Lee),65.0,09/02/2018,0.049,140.08,Pop,3.982
0.47,2018,0.681,['Mt. Joy'],0.566,0.412,0,0LO7f7ZJg871B8hLTRzrfB,0.001,5,0.074,-60.0,1,Julia,61.0,02/03/2018,0.027,81.879,Pop,3.174
0.528,2018,0.657,['Ariana Grande'],0.604,0.449,1,7u6DMPznGbpziuEgCE0JGQ,0.0,9,0.093,-60.0,0,get well soon,66.0,17/08/2018,0.035,100.355,Pop,5.346
0.559,2018,0.006,['Fall Out Boy'],0.576,0.872,0,6e13443Ve7RGcAUScTgYtl,0.0,8,0.188,-5.293,1,The Last Of The Real Ones,63.0,19/01/2018,0.047,115.042,Pop,3.84
0.132,2018,0.572,['Brent Faiyaz'],0.654,0.177,1,7dQeS4ErW1iWvnKdrtKwKr,0.0,1,0.097,-60.0,1,Around Me,63.0,19/10/2018,0.062,74.945,Pop,3.05
0.51,2018,0.082,"['Carrie Underwood', 'Ludacris']",0.663,0.875,0,0stPNUkU1LZnvxIcfrKnEZ,0.0,6,0.124,-60.0,1,The Champion,62.0,12/01/2018,0.183,91.056,Pop,3.733
0.371,2018,0.635,['Khalid'],0.54,0.439,0,7vGGAJBkHKxKtOnGjQduDV,0.0,10,0.099,-8.591,1,Saturday Nights,67.0,19/10/2018,0.115,167.908,Pop,3.492
0.78,2018,0.452,['Fredo Bang'],0.766,0.74,1,079mtESlfnN0BTYsaiEXuY,0.0,5,0.109,-60.0,0,Oouuh,61.0,13/07/2018,0.099,154.982,Pop,2.788
0.409,2018,0.762,['Natalie Taylor'],0.603,0.231,0,7uMwRRjTbAnpamA9cc842p,0.0,9,0.112,-60.0,1,Have Yourself a Merry Little Christmas,66.0,16/11/2018,0.03,103.986,Pop,2.373
0.146,2018,0.832,['Pink Sweat$'],0.6,0.229,0,4K9YqE08biOYkOQydfIghb,0.0,5,0.106,-60.0,1,Cocaine,60.0,02/11/2018,0.031,110.0,Pop,2.192
0.575,2018,0.017,"['Future', 'Juice WRLD']",0.819,0.719,1,3xBHLZwRfi0fjO9euaj5zf,0.0,1,0.107,-60.0,1,WRLD On Drugs,63.0,19/10/2018,0.168,149.97,Pop,3.617
0.268,2018,0.637,['916frosty'],0.597,0.559,1,6eNEsr5VtKEBO8orbABPxN,0.0,1,0.137,-7.219,0,enough,66.0,20/03/2018,0.084,145.826,Pop,4.147
0.822,2018,0.024,"['Forrest.', 'Biskwiq']",0.846,0.851,0,26qTfV9DiLTT5fBXgvXfFx,0.0,9,0.153,-60.0,1,Your Soul,64.0,01/07/2018,0.372,139.966,Pop,2.971
0.909,2018,0.528,['El de La Guitarra'],0.793,0.572,0,21jEIOf3pXF1EOb9n0vZJf,0.0,9,0.158,-60.0,0,El Monstro 7,65.0,31/01/2018,0.037,119.955,Pop,3.369
0.895,2018,0.005,['Young the Giant'],0.602,0.856,0,649o53ULWYN1y7V2OI5kgo,0.0,7,0.098,-60.0,1,Heat of the Summer,61.0,12/10/2018,0.046,80.021,Pop,3.523
0.235,2018,0.005,"['Young Thug', 'Jaden']",0.889,0.385,1,1Jl21sidRpEdlVBvYbssLx,0.0,11,0.274,-60.0,0,Sin (feat. Jaden Smith),64.0,24/09/2018,0.165,125.995,Pop,3.376
0.285,2018,0.037,['Lil Peep'],0.637,0.856,1,4kQazx3VMaDKUG1IIaC94i,0.001,1,0.081,-60.0,1,Cry Alone,66.0,09/11/2018,0.034,160.068,Pop,2.785
0.305,2018,0.401,['KIDS SEE GHOSTS'],0.729,0.504,1,4kUZvXB3LC3an3HX6h0s17,0.0,8,0.121,-60.0,0,Cudi Montage,64.0,08/06/2018,0.032,110.011,Pop,3.283
0.571,2018,0.07,['RaeLynn'],0.658,0.695,0,0ExiKxfY5rHBW06TcV1xXU,0.0,0,0.13,-60.0,1,Queens Don't,62.0,16/03/2018,0.028,133.949,Pop,3.093
0.482,2018,0.0,['Beach Bunny'],0.371,0.778,0,78j9wYboWAkB0UxVVq0X0H,0.0,4,0.169,-7.969,1,Painkiller,63.0,10/08/2018,0.05,122.719,Pop,3.602
0.24,2018,0.762,['Brett Eldredge'],0.369,0.3,0,1moEucbMhmAK6KVPoNw6ms,0.001,0,0.168,-11.994,1,Christmas Time Is Here,65.0,26/10/2018,0.032,75.745,Pop,3.515
0.45,2018,0.03,['Jaden'],0.585,0.941,0,7cFFhb9Wz2ZXLSpEk2VDKd,0.0,10,0.196,-60.0,0,Way Up,67.0,14/12/2018,0.145,130.024,Pop,2.563
0.316,2018,0.486,['Bad Bunny'],0.74,0.595,1,3kG1jgWIDmjJkXhOiOmioO,0.0,1,0.163,-60.0,1,Dime Si Te Acuerdas,69.0,22/02/2018,0.062,131.96,Pop,3.121
0.074,2018,0.762,['Bea Miller'],0.347,0.209,0,1qFMIjTe9esCDiytqUY19t,0.001,11,0.138,-60.0,1,i can't breathe,64.0,23/02/2018,0.027,82.878,Pop,3.566
0.664,2018,0.019,"['Sugarland', 'Taylor Swift']",0.535,0.777,0,7fRruZ12gXGwBs0zXQ6e5V,0.0,4,0.136,-60.0,1,Babe,63.0,08/06/2018,0.207,171.72,Pop,3.585
0.225,2018,0.018,"['Playboi Carti', 'Gunna']",0.943,0.763,1,5pHJv0bgNsT9nPoK2BjNBn,0.0,5,0.114,-60.0,0,No Time (feat. Gunna),64.0,11/05/2018,0.158,139.969,Pop,3.658
0.317,2018,0.03,['Phil Wickham'],0.211,0.558,0,6nVm313QmsPlNllntTart1,0.0,3,0.098,-60.0,1,Living Hope,60.0,03/08/2018,0.041,143.452,Pop,5.346
0.45,2018,0.189,['BTS'],0.569,0.793,0,4eVkn18rN4GguUWOsR6Use,0.0,1,0.111,-60.0,1,Answer : Love Myself,72.0,24/08/2018,0.04,108.048,Pop,4.188
0.299,2018,0.025,"['MadeinTYO', 'A$AP Ferg']",0.936,0.495,1,2EUNZfjPToKZIahK0WMLKd,0.0,1,0.087,-60.0,1,Ned Flanders (feat. A$AP Ferg),63.0,26/10/2018,0.229,139.951,Pop,2.684
0.243,2018,0.803,['Lord Huron'],0.417,0.285,0,6gdCb962lq0Xdg7ypVLuLt,0.001,2,0.269,-60.0,1,Harvest Moon - Recorded at Spotify Studios NYC,64.0,11/07/2018,0.035,120.954,Pop,5.346
0.12,2018,0.255,['UMI'],0.785,0.27,0,4qkVALwOxCIEZ7I5gkZ3m4,0.001,5,0.095,-60.0,1,Butterfly,64.0,09/03/2018,0.089,131.894,Pop,2.675
0.196,2018,0.413,"['Metro Boomin', 'Travis Scott', 'Kodak Black', '21 Savage']",0.636,0.501,1,42k9e2hgl98IdgkXLg4pxs,0.0,11,0.339,-7.26,0,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",65.0,06/11/2018,0.292,82.309,Pop,4.419
0.17,2018,0.032,['Janelle Monáe'],0.482,0.453,1,2EznBGrlmx9wBeYgyDojsA,0.001,0,0.149,-8.864,1,I Like That,63.0,27/04/2018,0.059,134.799,Pop,3.339
0.593,2018,0.001,['Cole Swindell'],0.542,0.797,0,52MNypbTWiwybwzhXvsPk5,0.0,9,0.091,-4.45,0,Love You Too Late,61.0,17/08/2018,0.038,113.95,Pop,3.412
0.524,2018,0.049,"['Future', 'Juice WRLD', 'Gunna']",0.755,0.503,1,0JR7iZZ6Ql79sXW3rbiS3F,0.0,0,0.226,-8.06,1,Ain't Livin Right (feat. Gunna),63.0,19/10/2018,0.206,142.011,Pop,3.842
0.857,2018,0.811,['Iamjakehill'],0.728,0.668,1,1GXuVOHHqIUKgfL9szuGTs,0.0,2,0.117,-8.386,0,Stay,66.0,15/04/2018,0.143,82.967,Pop,3.085
0.103,2018,0.013,['Elevation Worship'],0.124,0.437,0,1wuqCUWHniGdEmOKZbQ1cg,0.0,2,0.12,-8.21,1,Here Again,63.0,28/09/2018,0.041,80.889,Pop,5.346
0.779,2018,0.762,['XXXTENTACION'],0.712,0.374,1,7uqcLJFlSYjVPLUz1vPxkY,0.0,0,0.187,-60.0,0,Guardian angel,65.0,07/12/2018,0.292,133.952,Pop,1.801
0.491,2018,0.005,['Panic! At The Disco'],0.546,0.839,0,55PZSFcKQxXH5BOOcDA6yI,0.0,6,0.382,-60.0,0,The Greatest Show,66.0,02/11/2018,0.078,77.009,Pop,2.905
0.542,2018,0.118,"['XXXTENTACION', 'Rio Santana', 'Judah', 'Andrez Babii']",0.767,0.561,0,14boA065HMHWvqyPPEeN4y,0.0,2,0.074,-7.418,0,"I dont even speak spanish lol - feat. Rio Santana, Judah, Andrez Babii",66.0,16/03/2018,0.051,90.021,Pop,3.204
0.62,2018,0.625,['Mother Mother'],0.711,0.382,0,1NCZMAnGrzUmpBzkBlJjNw,0.0,8,0.241,-60.0,1,It's Alright,65.0,02/11/2018,0.04,128.023,Pop,2.917
0.35,2018,0.103,['Ava Max'],0.745,0.642,0,4fkM7M4Uo5AUASnnsRC7EZ,0.0,6,0.034,-60.0,0,Not Your Barbie Girl,71.0,13/08/2018,0.051,120.063,Pop,3.109
0.452,2018,0.034,"['Nicki Minaj', 'Ariana Grande']",0.757,0.73,1,3L4GsGLgxpHieVQH86H8bv,0.0,7,0.136,-6.304,1,Bed (feat. Ariana Grande),68.0,10/08/2018,0.185,90.013,Pop,3.159
0.119,2018,0.93,['Noah Reid'],0.441,0.138,0,1KFuLRUmWf0irn0CLclT2X,0.0,11,0.105,-60.0,1,"Simply the Best (From ""Schitt's Creek"")",61.0,28/02/2018,0.035,85.492,Pop,2.965
0.556,2018,0.009,"['Dayvi', 'Victor Cardenas', 'Kelly Ruíz']",0.745,0.972,0,4Clmg1g8n2yBYG13Z1oSdG,0.001,7,0.297,-60.0,1,Baila Conmigo (feat. Kelly Ruiz),77.0,28/12/2018,0.077,128.031,Pop,3.164
0.401,2018,0.006,['Tinashe'],0.888,0.586,1,7D8aQaRzoi9Qzz5yerVK5b,0.001,0,0.153,-60.0,1,Throw A Fit,65.0,27/07/2018,0.06,150.051,Pop,2.646
0.71,2018,0.109,['Polo G'],0.843,0.513,1,7xAMpiRlBfo60afepp8mfG,0.0,5,0.054,-60.0,1,Hollywood,62.0,14/10/2018,0.292,162.019,Pop,2.843
0.26,2018,0.151,['Luke Combs'],0.523,0.467,0,5FUKOLrwBWkUzJ0Du3dm5T,0.0,1,0.132,-60.0,1,I Got Away with You,62.0,01/06/2018,0.03,74.462,Pop,3.793
0.153,2018,0.105,"['Lil Baby', 'Gunna', 'Lil Durk', 'NAV']",0.859,0.506,1,6PoKfDY78ih5OveWirggRX,0.0,10,0.113,-60.0,0,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),62.0,05/10/2018,0.292,140.973,Pop,3.124
0.239,2018,0.063,['Ruston Kelly'],0.474,0.723,0,6fS1CEMY4LlvQNWuUMoWEQ,0.0,10,0.109,-4.66,1,Mockingbird,62.0,07/09/2018,0.035,148.379,Pop,4.622
0.314,2018,0.135,"['Gryffin', 'Elley Duhé']",0.548,0.839,0,4QVS8YCpK71R4FsxSMCjhP,0.0,6,0.102,-60.0,1,Tie Me Down (with Elley Duhé),66.0,03/08/2018,0.064,98.932,Pop,3.638
0.665,2018,0.002,['Point North'],0.417,0.869,0,5kqr6EkKEafBGKxzjdXOVP,0.0,1,0.405,-6.173,1,Hammer,63.0,06/04/2018,0.103,179.972,Pop,3.681
0.284,2018,0.0,['Breaking Benjamin'],0.478,0.971,1,7gQ7DfSSc3b8e4cHtFnDxu,0.0,7,0.295,-60.0,1,Blood,65.0,13/04/2018,0.086,90.526,Pop,3.152
0.748,2018,0.328,"['Maluma', 'Nego do Borel']",0.722,0.738,0,5cepAtqnEQ6yVG6088zMMu,0.0,9,0.198,-60.0,0,Corazón (feat. Nego do Borel),71.0,18/05/2018,0.247,198.075,Pop,3.079
0.38,2018,0.017,['Shinedown'],0.552,0.935,0,1OKQIvaO7yn7R2BpdUFG7D,0.0,0,0.116,-60.0,1,GET UP,62.0,04/05/2018,0.062,74.954,Pop,4.096
0.314,2018,0.113,"['No Jumper', 'Tay-K', 'BlocBoy JB']",0.886,0.542,1,32OkBQinMWqa7ZydEkHqVi,0.0,1,0.151,-60.0,1,Hard (feat. Tay-K and BlocBoy JB),62.0,22/03/2018,0.292,83.519,Pop,2.317
0.839,2018,0.174,['Daddy Yankee'],0.783,0.84,0,6KuqAtoeVzxAYOaMveLNpH,0.0,1,0.412,-3.416,1,Dura,72.0,18/01/2018,0.051,95.001,Pop,3.341
0.284,2018,0.113,['Nicki Minaj'],0.88,0.775,1,19Fcrc0nJiwMKom00gS9SW,0.001,7,0.094,-5.133,1,Good Form,65.0,10/08/2018,0.095,96.503,Pop,3.323
0.515,2018,0.047,['Panic! At The Disco'],0.271,0.948,0,0wdV94AXGRphrbkDWLNzVC,0.0,1,0.163,-60.0,1,Roaring 20s,64.0,22/06/2018,0.263,83.19,Pop,3.11
0.495,2018,0.004,"[""The Mowgli's""]",0.525,0.841,0,7d06uajfr1DZUeKVCaE9BS,0.0,7,0.146,-60.0,1,I Feel Good About This,63.0,17/08/2018,0.042,119.864,Pop,3.359
0.351,2018,0.762,['Lauv'],0.614,0.126,0,3u5bTqHMM1P34ZkbwzdckV,0.0,9,0.148,-60.0,1,The Story Never Ends,69.0,31/05/2018,0.038,119.945,Pop,3.817
0.509,2018,0.003,['JoJo'],0.394,0.821,0,3hc7PLcmuZbJGPjhIore1i,0.001,6,0.186,-4.304,0,Too Little Too Late - 2018,67.0,20/12/2018,0.04,82.764,Pop,3.726
0.351,2018,0.558,['Maisie Peters'],0.741,0.466,0,54iSfkh69fxhnSNrgvTEBp,0.0,4,0.058,-7.258,1,Worst of You,69.0,11/05/2018,0.036,102.058,Pop,3.289
0.722,2018,0.251,"['Six', 'Christina Modestou']",0.859,0.605,0,6sUQqRmOcRyAG5M3EWXzr3,0.0,7,0.132,-60.0,0,Don't Lose Ur Head,65.0,31/08/2018,0.357,82.91,Pop,4.088
0.7,2018,0.621,['Brett Eldredge'],0.681,0.474,0,1GpPsjjd4D1jsteGYpGGIN,0.0,7,0.137,-60.0,0,A Holly Jolly Christmas,65.0,26/10/2018,0.042,71.957,Pop,2.381
0.338,2018,0.023,['Jason Aldean'],0.526,0.85,0,5WA2SHuL5eesmPnYflNzlT,0.0,10,0.095,-4.47,0,Rearview Town,60.0,13/04/2018,0.031,141.973,Pop,3.07
0.131,2018,0.762,"['Lord Huron', 'Phoebe Bridgers']",0.424,0.437,0,0jZO7p0nBUi9VHedWUBS9l,0.001,2,0.435,-60.0,1,The Night We Met (feat. Phoebe Bridgers),69.0,18/05/2018,0.036,174.127,Pop,3.47
0.368,2018,0.016,['Luke Combs'],0.694,0.718,0,0h31TZMlv0ZLc5yppKngwk,0.0,2,0.287,-60.0,1,Memories Are Made Of,62.0,01/06/2018,0.032,121.074,Pop,3.611
0.49,2018,0.059,"['Tory Lanez', 'Rich The Kid']",0.731,0.657,1,2QihWAl9xAwGPm5vGoO7uM,0.0,0,0.087,-8.56,1,TAlk tO Me (with Rich The Kid),65.0,26/10/2018,0.043,159.97,Pop,3.075
0.401,2018,0.0,['Five Finger Death Punch'],0.555,0.938,1,1YLxrvfvFivQj7eh3Y5yxA,0.0,11,0.139,-60.0,0,Sham Pain,60.0,18/05/2018,0.053,96.504,Pop,3.495
0.38,2018,0.117,['Drake'],0.85,0.473,1,41a7dZcq30Ss5kPMayWRV0,0.001,10,0.108,-5.747,0,Thats How You Feel,64.0,29/06/2018,0.209,85.454,Pop,2.627
0.674,2018,0.017,"['Nicki Minaj', 'Anuel AA', 'Bantu']",0.766,0.881,0,4Uy3kNxW2kB8AEoXljEcth,0.0,9,0.347,-60.0,0,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",67.0,14/12/2018,0.137,112.027,Pop,2.915
0.266,2018,0.408,"['Bryant Myers', 'Bad Bunny']",0.692,0.719,1,7narbj6zkSW1SnMhAPep0u,0.0,9,0.099,-5.373,1,Triste,69.0,27/07/2018,0.124,130.053,Pop,4.415
0.674,2018,0.266,"['Marc Anthony', 'Will Smith', 'Bad Bunny']",0.817,0.74,0,2wRkBumdItthjYP9XknImg,0.0,11,0.099,-60.0,0,Está Rico,68.0,28/09/2018,0.283,130.04,Pop,3.586
0.302,2018,0.009,['BTS'],0.51,0.842,0,0EQMrxdeiBhry9JCxskko3,0.0,11,0.346,-60.0,0,I'm Fine,71.0,24/08/2018,0.103,87.605,Pop,4.006
0.685,2018,0.762,"['Rufi-O', 'Lily Potter']",0.714,0.131,0,2zhPy8zbBf53XgTtkEbnbO,0.001,5,0.354,-60.0,1,Oblivion,68.0,13/12/2018,0.056,113.032,Pop,2.549
0.394,2018,0.3,"['A$AP Rocky', 'Moby', 'T.I.', 'Kid Cudi']",0.428,0.754,1,3oHkMCVJyOcjg5FhfLc2Rq,0.0,5,0.136,-60.0,0,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",65.0,25/05/2018,0.179,125.948,Pop,5.263
0.327,2018,0.12,"['Wiz Khalifa', 'Lil Skies']",0.916,0.493,1,1RagpNpkD3KcjXMLGMe99V,0.0,1,0.211,-60.0,0,Fr Fr (feat. Lil Skies),65.0,13/07/2018,0.162,140.057,Pop,3.26
0.203,2018,0.748,['Mac Miller'],0.599,0.317,1,0Xcy81PsJCOO6mhLZaQyQ4,0.0,1,0.111,-60.0,1,Perfecto,63.0,03/08/2018,0.174,148.09,Pop,3.59
0.364,2018,0.022,['Haiti Babii'],0.696,0.399,1,5JboK5zbbhXIN7iN9NHS8t,0.0,4,0.075,-60.0,0,Change Ya Life,64.0,05/12/2018,0.037,98.004,Pop,2.613
0.139,2018,0.762,['Tyler Childers'],0.449,0.296,0,20dkebBtPR4AJ8vVos41Gw,0.001,0,0.435,-60.0,1,Rock Salt and Nails (Live),60.0,29/06/2018,0.036,139.828,Pop,3.247
0.324,2018,0.56,"['Shawn Mendes', 'Khalid']",0.534,0.596,0,1h0yImRPIVAjhhHeNVlTuC,0.0,6,0.133,-60.0,0,Youth (feat. Khalid),70.0,25/05/2018,0.117,100.121,Pop,3.181
0.68,2018,0.024,['DaBaby'],0.81,0.754,1,0rrVn0KMlLHtAklzUrrfoj,0.0,5,0.255,-60.0,0,Next Song,61.0,02/11/2018,0.292,148.091,Pop,1.518
0.452,2018,0.762,"['Monty Datta', 'Mishaal']",0.541,0.084,0,0MO1qNhm8aRZchi8CJlIRo,0.001,1,0.126,-60.0,1,Can't Love Myself,67.0,16/02/2018,0.292,181.032,Pop,2.045
0.293,2018,0.091,"['Shawn Mendes', 'Zedd']",0.706,0.855,0,575NJxNUVDqwJGdzBrlLbv,0.0,10,0.347,-5.377,1,Lost In Japan - Remix,68.0,27/09/2018,0.215,107.184,Pop,3.354
0.147,2018,0.0,['The Neighbourhood'],0.595,0.636,0,6TA5aymvVrtiPVbuAwmPIc,0.001,5,0.196,-60.0,0,Scary Love,69.0,02/11/2018,0.031,112.008,Pop,3.711
0.269,2018,0.17,"['Ella Mai', 'Chris Brown']",0.656,0.616,1,1YLfaRr3QIW1fF3nvDO0gX,0.0,5,0.219,-60.0,1,Whatchamacallit (feat. Chris Brown),67.0,12/10/2018,0.039,98.871,Pop,2.99
0.376,2018,0.01,['Gunna'],0.906,0.395,1,0HCnj7pfrvshnocOJUFeit,0.0,1,0.117,-60.0,1,Top Off,63.0,02/02/2018,0.206,146.056,Pop,3.29
0.595,2018,0.019,['Luke Combs'],0.483,0.713,0,3z1QH1O1h15lFROjcECqgi,0.0,2,0.316,-60.0,1,A Long Way,62.0,01/06/2018,0.03,161.903,Pop,3.621
0.454,2018,0.239,"['Clean Bandit', 'Zara Larsson']",0.715,0.605,0,72gv4zhNvRVdQA0eOenCal,0.0,0,0.189,-5.128,0,Symphony (feat. Zara Larsson),74.0,30/11/2018,0.043,122.956,Pop,3.546
0.576,2018,0.198,['John Legend'],0.505,0.86,0,5MknXpAUgINT11lxoobaJK,0.0,2,0.125,-60.0,1,Bring Me Love,66.0,12/10/2018,0.292,191.535,Pop,3.326
0.151,2018,0.762,['Novo Amor'],0.509,0.31,0,7CoMBpPTwQi2wPT0U0Nr9b,0.001,9,0.096,-60.0,1,State Lines,66.0,19/10/2018,0.031,137.474,Pop,3.478
0.309,2018,0.455,"['Leon Bridges', 'Luke Combs']",0.619,0.623,0,05zt3H2jdG0MA1V6Q2t2Et,0.0,11,0.167,-6.33,1,Beyond (feat. Luke Combs) - Live,62.0,21/09/2018,0.033,76.037,Pop,4.116
0.43,2018,0.692,['The Lumineers'],0.609,0.44,0,3UpEsDQyd6eyRQzgQdNyGo,0.0,10,0.069,-6.32,1,Walls,60.0,02/10/2018,0.026,108.427,Pop,3.319
0.654,2018,0.762,"['Moses Sumney', 'Sufjan Stevens']",0.547,0.379,0,045NQr6Xvm5o9YFUMwbMzG,0.001,5,0.123,-60.0,1,Make Out in My Car - Sufjan Stevens Version,64.0,25/05/2018,0.031,149.853,Pop,2.781
0.658,2018,0.249,['Kacey Musgraves'],0.642,0.657,0,04MoJkJzCoU9ukeewv5Vzu,0.0,10,0.111,-60.0,1,Happy & Sad,61.0,30/03/2018,0.033,90.0,Pop,4.053
0.576,2018,0.097,"['Playboi Carti', 'Nicki Minaj']",0.894,0.59,1,2rPSFKzGeqUWwfcCFVkkq3,0.0,9,0.329,-60.0,1,Poke It Out (with Nicki Minaj),64.0,11/05/2018,0.221,147.009,Pop,4.497
0.535,2018,0.013,"['pewdiepie', 'Party in Backyard']",0.795,0.789,1,1AKGJQIHP3dIPuhOjdxD6a,0.0,2,0.113,-5.21,1,Bitch Lasagna,68.0,06/11/2018,0.259,149.961,Pop,2.24
0.01,2018,0.762,['Dream Shard'],0.144,0.888,0,2ynHMuxTmMJ8DXfV49xsWA,0.001,10,0.106,-60.0,0,Baby Dreams PT 2,68.0,15/11/2018,0.058,139.074,Pop,1.709
0.726,2018,0.25,"['Ozuna', 'Romeo Santos']",0.69,0.71,0,1h9P5WJwyvK8OB7O2YiXgp,0.0,5,0.108,-60.0,1,Ibiza,70.0,24/08/2018,0.292,192.068,Pop,3.346
0.774,2018,0.231,['Wallows'],0.631,0.634,0,0z9dPcBhJvqO06QMaKelUE,0.0,6,0.092,-60.0,1,Drunk on Halloween,63.0,12/10/2018,0.025,100.967,Pop,3.95
0.601,2018,0.147,"['Alex Rose', 'Casper Magico', 'Ñengo Flow', 'Bryant Myers', 'Noriel', 'Juhn', 'Miky Woodz', 'Jhay Cortez', 'Myke Towers']",0.809,0.634,1,6wxZq37sANWYDJiDN5khyL,0.0,9,0.435,-60.0,0,Darte Remix,69.0,27/07/2018,0.083,154.979,Pop,5.346
0.244,2018,0.223,"['Young Thug', 'Elton John']",0.759,0.498,1,7iMDaY1LnASwCk2uUpMtii,0.0,10,0.406,-60.0,1,High (feat. Elton John),62.0,24/09/2018,0.078,126.972,Pop,3.253
0.227,2018,0.027,"['Playboi Carti', 'Bryson Tiller']",0.657,0.668,1,1s9DTymg5UQrdorZf43JQm,0.0,2,0.32,-6.208,1,Fell In Luv (feat. Bryson Tiller),63.0,11/05/2018,0.136,162.997,Pop,3.439
0.228,2018,0.013,"['Witt Lowry', 'Ava Max']",0.504,0.788,1,0b11D9D0hMOYCIMN3OKreM,0.0,3,0.363,-60.0,0,Into Your Arms (feat. Ava Max),75.0,08/06/2018,0.215,170.039,Pop,3.1
0.804,2018,0.324,"['Ski Mask The Slump God', 'SahBabii']",0.893,0.676,1,1D23GEeQ32aqLw5ZnY3Ivp,0.0,9,0.097,-60.0,0,COOLEST MONKEY IN THE JUNGLE,62.0,11/05/2018,0.227,125.923,Pop,2.537
